algorithm,checkpoint,step,model_path,mean_reward,std_reward,min_reward,max_reward,mean_caught,mean_missed,mean_coverage,mean_false
A2C,wildlife_a2c_5000_steps.zip,5000,models/a2c/wildlife_a2c_5000_steps.zip,-46.2675,10.6089,-67.4202,-40.0150,0.0000,8.4000,11.4000,0.0000
A2C,wildlife_a2c_10000_steps.zip,10000,models/a2c/wildlife_a2c_10000_steps.zip,-44.4973,6.9245,-56.2692,-35.0446,0.0000,8.4000,10.4000,0.0000
A2C,wildlife_a2c_15000_steps.zip,15000,models/a2c/wildlife_a2c_15000_steps.zip,230.0374,279.7324,10.4740,775.2558,2.6000,4.6000,11.8000,0.0000
A2C,wildlife_a2c_20000_steps.zip,20000,models/a2c/wildlife_a2c_20000_steps.zip,-34.4646,21.9979,-53.1484,8.4224,0.4000,3.8000,8.0000,0.0000
A2C,wildlife_a2c_25000_steps.zip,25000,models/a2c/wildlife_a2c_25000_steps.zip,1414.8255,1705.0261,-1092.6962,3596.4922,0.0000,5.8000,6.2000,37.2000
A2C,wildlife_a2c_30000_steps.zip,30000,models/a2c/wildlife_a2c_30000_steps.zip,3441.6816,737.8606,2096.6870,4270.7092,0.0000,8.2000,4.6000,7.4000
A2C,wildlife_a2c_35000_steps.zip,35000,models/a2c/wildlife_a2c_35000_steps.zip,2368.9631,427.4638,1801.5046,2986.0108,0.0000,9.0000,11.0000,0.0000
A2C,wildlife_a2c_40000_steps.zip,40000,models/a2c/wildlife_a2c_40000_steps.zip,1073.6438,1939.1108,-2251.4258,3028.2228,0.0000,9.6000,7.4000,199.4000
A2C,wildlife_a2c_45000_steps.zip,45000,models/a2c/wildlife_a2c_45000_steps.zip,2502.8170,1159.3596,270.7974,3640.5970,0.0000,4.8000,5.6000,21.0000
A2C,wildlife_a2c_50000_steps.zip,50000,models/a2c/wildlife_a2c_50000_steps.zip,1684.1285,1542.7139,-23.5716,3699.9000,0.0000,5.0000,14.6000,20.4000
A2C,wildlife_a2c_55000_steps.zip,55000,models/a2c/wildlife_a2c_55000_steps.zip,3025.0479,748.2075,2204.0232,4321.0094,0.0000,7.2000,14.2000,53.4000
A2C,wildlife_a2c_60000_steps.zip,60000,models/a2c/wildlife_a2c_60000_steps.zip,2107.9424,1128.7024,744.8460,4085.9152,0.0000,9.0000,12.8000,38.6000
A2C,wildlife_a2c_65000_steps.zip,65000,models/a2c/wildlife_a2c_65000_steps.zip,-60.8132,11.2187,-78.6160,-45.1778,0.0000,10.0000,11.6000,0.0000
A2C,wildlife_a2c_70000_steps.zip,70000,models/a2c/wildlife_a2c_70000_steps.zip,423.5744,893.2927,-80.4552,2204.9534,0.0000,5.6000,4.8000,38.8000
A2C,wildlife_a2c_75000_steps.zip,75000,models/a2c/wildlife_a2c_75000_steps.zip,1210.6980,1122.3516,-620.5132,2395.5470,0.0000,4.6000,4.6000,79.8000
A2C,wildlife_a2c_80000_steps.zip,80000,models/a2c/wildlife_a2c_80000_steps.zip,2573.4220,564.3870,1639.1370,3316.6112,0.0000,6.4000,9.4000,31.0000
A2C,wildlife_a2c_85000_steps.zip,85000,models/a2c/wildlife_a2c_85000_steps.zip,3009.1713,1227.7705,1859.4230,5127.9086,0.0000,9.0000,9.8000,0.0000
A2C,wildlife_a2c_90000_steps.zip,90000,models/a2c/wildlife_a2c_90000_steps.zip,3524.0374,490.1893,2998.4360,4392.0482,0.0000,6.6000,8.4000,6.4000
A2C,wildlife_a2c_95000_steps.zip,95000,models/a2c/wildlife_a2c_95000_steps.zip,1498.1408,979.6995,541.8348,3001.3332,0.0000,7.0000,13.4000,53.2000
A2C,wildlife_a2c_100000_steps.zip,100000,models/a2c/wildlife_a2c_100000_steps.zip,909.2226,824.1953,-94.0628,1894.4510,0.0000,7.8000,23.2000,74.0000
A2C,wildlife_a2c_105000_steps.zip,105000,models/a2c/wildlife_a2c_105000_steps.zip,408.4591,936.5214,-74.9944,2281.2228,0.2000,8.4000,13.4000,1.0000
A2C,wildlife_a2c_110000_steps.zip,110000,models/a2c/wildlife_a2c_110000_steps.zip,1503.2289,520.0191,945.2408,2303.9948,0.0000,6.0000,15.2000,33.2000
A2C,wildlife_a2c_115000_steps.zip,115000,models/a2c/wildlife_a2c_115000_steps.zip,1417.8910,1176.6218,-46.8284,3362.3672,0.0000,8.0000,15.6000,25.2000
A2C,wildlife_a2c_120000_steps.zip,120000,models/a2c/wildlife_a2c_120000_steps.zip,-51.4875,5.3005,-59.3562,-45.2006,0.0000,8.6000,12.2000,1.0000
A2C,wildlife_a2c_125000_steps.zip,125000,models/a2c/wildlife_a2c_125000_steps.zip,2259.0457,935.0856,646.6382,3325.0174,0.0000,3.8000,10.0000,25.0000
A2C,wildlife_a2c_130000_steps.zip,130000,models/a2c/wildlife_a2c_130000_steps.zip,1682.0112,824.2564,616.5400,3057.7850,0.0000,6.4000,13.2000,33.2000
A2C,wildlife_a2c_135000_steps.zip,135000,models/a2c/wildlife_a2c_135000_steps.zip,1658.0830,1526.5000,-74.6704,3699.9000,0.0000,7.2000,5.0000,40.0000
A2C,wildlife_a2c_140000_steps.zip,140000,models/a2c/wildlife_a2c_140000_steps.zip,2271.7516,1750.9620,62.4224,4816.3824,0.0000,7.6000,10.4000,110.8000
A2C,wildlife_a2c_145000_steps.zip,145000,models/a2c/wildlife_a2c_145000_steps.zip,2807.6336,1517.3687,-50.0152,4243.0920,0.0000,9.4000,7.0000,31.0000
A2C,wildlife_a2c_150000_steps.zip,150000,models/a2c/wildlife_a2c_150000_steps.zip,648.0441,1303.4284,-14.0470,3254.7822,1.0000,6.0000,12.8000,2.0000
A2C,wildlife_a2c_155000_steps.zip,155000,models/a2c/wildlife_a2c_155000_steps.zip,622.3597,820.2513,-33.9532,1917.8564,0.2000,8.2000,26.4000,12.0000
A2C,wildlife_a2c_160000_steps.zip,160000,models/a2c/wildlife_a2c_160000_steps.zip,305.1112,491.3230,-310.7002,1138.1988,0.0000,8.0000,23.0000,52.4000
A2C,wildlife_a2c_165000_steps.zip,165000,models/a2c/wildlife_a2c_165000_steps.zip,272.5700,480.3546,-80.6388,1210.4838,0.0000,6.2000,13.2000,20.2000
A2C,wildlife_a2c_170000_steps.zip,170000,models/a2c/wildlife_a2c_170000_steps.zip,1286.0930,1569.8999,-71.5690,4018.7488,0.0000,7.6000,11.8000,16.6000
A2C,wildlife_a2c_175000_steps.zip,175000,models/a2c/wildlife_a2c_175000_steps.zip,342.5704,574.2480,-53.1552,1463.3208,0.6000,7.4000,28.4000,0.2000
A2C,wildlife_a2c_180000_steps.zip,180000,models/a2c/wildlife_a2c_180000_steps.zip,1348.1683,1040.5907,-46.1366,2328.6460,0.0000,6.2000,8.2000,13.0000
A2C,wildlife_a2c_185000_steps.zip,185000,models/a2c/wildlife_a2c_185000_steps.zip,517.3467,741.4416,-79.6060,1739.5590,0.0000,5.8000,16.0000,0.0000
A2C,wildlife_a2c_190000_steps.zip,190000,models/a2c/wildlife_a2c_190000_steps.zip,1980.3433,708.0571,954.9424,3130.0426,0.0000,5.8000,9.4000,13.4000
A2C,wildlife_a2c_195000_steps.zip,195000,models/a2c/wildlife_a2c_195000_steps.zip,133.2241,265.6525,-67.1196,625.6492,0.2000,8.4000,18.0000,0.0000
A2C,wildlife_a2c_200000_steps.zip,200000,models/a2c/wildlife_a2c_200000_steps.zip,21.4806,110.9415,-81.3372,187.4572,2.4000,8.6000,7.2000,0.2000
A2C,wildlife_a2c_205000_steps.zip,205000,models/a2c/wildlife_a2c_205000_steps.zip,564.1708,551.9762,1.9122,1513.1852,0.8000,8.2000,35.2000,1.2000
A2C,wildlife_a2c_210000_steps.zip,210000,models/a2c/wildlife_a2c_210000_steps.zip,-38.7032,4.2089,-44.5540,-32.0402,0.0000,11.6000,11.8000,0.0000
A2C,wildlife_a2c_215000_steps.zip,215000,models/a2c/wildlife_a2c_215000_steps.zip,1536.3874,1927.9895,-50.8064,3941.1372,0.6000,6.4000,10.8000,1.6000
A2C,wildlife_a2c_220000_steps.zip,220000,models/a2c/wildlife_a2c_220000_steps.zip,2149.3087,547.5494,1513.6754,2939.2540,0.8000,10.2000,12.2000,9.8000
A2C,wildlife_a2c_225000_steps.zip,225000,models/a2c/wildlife_a2c_225000_steps.zip,94.6087,298.7983,-65.9670,691.8838,0.0000,7.2000,15.6000,2.6000
A2C,wildlife_a2c_230000_steps.zip,230000,models/a2c/wildlife_a2c_230000_steps.zip,2793.6260,534.6044,2086.2744,3615.9000,0.0000,5.6000,12.6000,12.4000
A2C,wildlife_a2c_235000_steps.zip,235000,models/a2c/wildlife_a2c_235000_steps.zip,245.5941,386.7783,-50.3426,909.1080,0.0000,8.4000,22.2000,0.6000
A2C,wildlife_a2c_240000_steps.zip,240000,models/a2c/wildlife_a2c_240000_steps.zip,1192.6938,580.6791,359.8470,1935.9530,0.0000,8.2000,13.8000,30.6000
A2C,wildlife_a2c_245000_steps.zip,245000,models/a2c/wildlife_a2c_245000_steps.zip,2277.4131,1291.3376,600.6202,4204.0454,0.0000,7.4000,15.8000,66.6000
A2C,wildlife_a2c_250000_steps.zip,250000,models/a2c/wildlife_a2c_250000_steps.zip,1070.1686,1357.5600,-48.1406,2783.0958,0.0000,6.4000,8.2000,0.8000
A2C,wildlife_a2c_255000_steps.zip,255000,models/a2c/wildlife_a2c_255000_steps.zip,1362.2796,1406.1937,-63.7324,3156.0418,0.2000,7.4000,11.8000,3.4000
A2C,wildlife_a2c_260000_steps.zip,260000,models/a2c/wildlife_a2c_260000_steps.zip,1430.2962,1810.3912,-49.7560,3699.9000,0.0000,7.0000,9.0000,0.6000
A2C,wildlife_a2c_265000_steps.zip,265000,models/a2c/wildlife_a2c_265000_steps.zip,558.8512,889.3569,-65.7326,2276.3456,0.4000,5.6000,6.4000,0.4000
A2C,wildlife_a2c_270000_steps.zip,270000,models/a2c/wildlife_a2c_270000_steps.zip,1654.5537,1065.4102,-16.4376,2923.5260,0.0000,5.6000,22.6000,4.8000
A2C,wildlife_a2c_275000_steps.zip,275000,models/a2c/wildlife_a2c_275000_steps.zip,1174.7389,1721.4555,-63.9896,4383.8892,1.2000,6.4000,15.6000,0.6000
A2C,wildlife_a2c_280000_steps.zip,280000,models/a2c/wildlife_a2c_280000_steps.zip,703.7748,1527.0138,-69.8560,3757.7798,0.0000,12.4000,10.8000,13.6000
A2C,wildlife_a2c_285000_steps.zip,285000,models/a2c/wildlife_a2c_285000_steps.zip,2429.8022,1570.4091,-492.1798,3637.7986,0.0000,4.8000,9.8000,30.6000
A2C,wildlife_a2c_290000_steps.zip,290000,models/a2c/wildlife_a2c_290000_steps.zip,12.6174,128.9768,-61.9670,270.2578,0.0000,9.2000,30.4000,0.0000
A2C,wildlife_a2c_295000_steps.zip,295000,models/a2c/wildlife_a2c_295000_steps.zip,-36.8013,41.7509,-84.0630,31.9562,0.4000,6.8000,19.8000,0.4000
A2C,wildlife_a2c_300000_steps.zip,300000,models/a2c/wildlife_a2c_300000_steps.zip,1564.0483,2008.4047,-93.9168,4323.7618,0.6000,7.8000,13.2000,1.0000
A2C,wildlife_a2c_305000_steps.zip,305000,models/a2c/wildlife_a2c_305000_steps.zip,2033.8962,719.2259,1186.4486,3100.6310,0.0000,6.0000,10.8000,31.2000
A2C,wildlife_a2c_310000_steps.zip,310000,models/a2c/wildlife_a2c_310000_steps.zip,1599.5385,471.5908,999.0430,2268.6570,0.0000,8.4000,16.0000,2.2000
A2C,wildlife_a2c_315000_steps.zip,315000,models/a2c/wildlife_a2c_315000_steps.zip,1337.6298,1461.0446,-64.7326,3404.8532,0.0000,5.4000,12.4000,6.4000
A2C,wildlife_a2c_320000_steps.zip,320000,models/a2c/wildlife_a2c_320000_steps.zip,1637.2439,1122.6607,-43.2106,3148.3122,0.2000,4.8000,12.4000,7.8000
A2C,wildlife_a2c_325000_steps.zip,325000,models/a2c/wildlife_a2c_325000_steps.zip,2496.6785,798.0329,1354.6576,3631.5858,0.0000,4.8000,9.4000,0.0000
A2C,wildlife_a2c_330000_steps.zip,330000,models/a2c/wildlife_a2c_330000_steps.zip,966.8663,1113.5525,-68.7328,2377.1530,0.0000,7.0000,6.8000,0.4000
A2C,wildlife_a2c_335000_steps.zip,335000,models/a2c/wildlife_a2c_335000_steps.zip,152.1574,417.2240,-58.9670,986.5950,0.0000,6.8000,12.8000,0.0000
A2C,wildlife_a2c_340000_steps.zip,340000,models/a2c/wildlife_a2c_340000_steps.zip,430.5178,617.5900,-61.3692,1557.2268,1.0000,6.0000,13.8000,0.0000
A2C,wildlife_a2c_345000_steps.zip,345000,models/a2c/wildlife_a2c_345000_steps.zip,355.1799,602.9700,-69.7332,1505.5598,0.0000,4.4000,11.0000,8.2000
A2C,wildlife_a2c_350000_steps.zip,350000,models/a2c/wildlife_a2c_350000_steps.zip,373.0708,490.3000,-83.3324,1077.6116,0.2000,7.4000,22.6000,0.2000
A2C,wildlife_a2c_355000_steps.zip,355000,models/a2c/wildlife_a2c_355000_steps.zip,2166.7709,1137.9658,894.4726,3700.6490,0.0000,4.6000,8.8000,25.6000
A2C,wildlife_a2c_360000_steps.zip,360000,models/a2c/wildlife_a2c_360000_steps.zip,508.9980,452.8570,-59.7332,1090.5368,0.4000,6.0000,14.0000,0.4000
A2C,wildlife_a2c_365000_steps.zip,365000,models/a2c/wildlife_a2c_365000_steps.zip,1101.8823,930.5467,-47.8180,2386.5562,0.2000,7.8000,9.0000,0.2000
A2C,wildlife_a2c_370000_steps.zip,370000,models/a2c/wildlife_a2c_370000_steps.zip,2594.2982,1561.7724,847.0456,5083.5592,0.0000,8.2000,15.0000,5.8000
A2C,wildlife_a2c_375000_steps.zip,375000,models/a2c/wildlife_a2c_375000_steps.zip,1755.6479,1005.3994,822.5200,3637.7980,0.0000,5.2000,8.6000,28.4000
A2C,wildlife_a2c_380000_steps.zip,380000,models/a2c/wildlife_a2c_380000_steps.zip,1907.6552,1367.0974,-53.4228,3495.4004,0.0000,7.6000,11.4000,13.4000
A2C,wildlife_a2c_385000_steps.zip,385000,models/a2c/wildlife_a2c_385000_steps.zip,2267.1175,789.3445,1354.0748,3560.6846,0.0000,7.4000,20.0000,21.2000
A2C,wildlife_a2c_390000_steps.zip,390000,models/a2c/wildlife_a2c_390000_steps.zip,1234.3844,1429.8155,-52.5304,3699.9000,0.0000,5.0000,12.6000,29.8000
A2C,wildlife_a2c_395000_steps.zip,395000,models/a2c/wildlife_a2c_395000_steps.zip,631.5558,1194.2847,-46.0256,3006.2022,0.0000,10.2000,10.8000,9.0000
A2C,wildlife_a2c_400000_steps.zip,400000,models/a2c/wildlife_a2c_400000_steps.zip,189.1980,258.4133,-49.6772,547.4808,0.8000,8.8000,21.2000,0.0000
A2C,wildlife_a2c_405000_steps.zip,405000,models/a2c/wildlife_a2c_405000_steps.zip,62.9319,75.1457,-47.5016,167.6938,2.6000,7.4000,18.0000,0.0000
A2C,wildlife_a2c_410000_steps.zip,410000,models/a2c/wildlife_a2c_410000_steps.zip,1905.8450,1971.0978,-49.2112,5200.3284,0.0000,7.4000,11.8000,0.2000
A2C,wildlife_a2c_415000_steps.zip,415000,models/a2c/wildlife_a2c_415000_steps.zip,2442.4788,1259.4545,-45.2450,3408.8532,0.0000,7.6000,13.4000,22.2000
A2C,wildlife_a2c_420000_steps.zip,420000,models/a2c/wildlife_a2c_420000_steps.zip,1739.9904,924.6756,564.0368,3206.3976,0.0000,4.8000,10.4000,20.2000
A2C,wildlife_a2c_425000_steps.zip,425000,models/a2c/wildlife_a2c_425000_steps.zip,2116.6887,317.9043,1810.2660,2695.5240,0.0000,7.0000,10.4000,16.4000
A2C,wildlife_a2c_430000_steps.zip,430000,models/a2c/wildlife_a2c_430000_steps.zip,785.8080,1072.6113,-69.5682,2502.9924,0.0000,7.0000,9.8000,0.6000
A2C,wildlife_a2c_435000_steps.zip,435000,models/a2c/wildlife_a2c_435000_steps.zip,2111.6994,978.1841,719.7290,3559.8586,0.0000,6.0000,19.6000,0.0000
A2C,wildlife_a2c_440000_steps.zip,440000,models/a2c/wildlife_a2c_440000_steps.zip,1647.8989,953.1048,-54.9240,2598.2704,0.0000,6.2000,11.6000,13.6000
A2C,wildlife_a2c_445000_steps.zip,445000,models/a2c/wildlife_a2c_445000_steps.zip,1190.0558,1575.5530,-72.4422,3699.9000,0.0000,6.6000,12.6000,0.6000
A2C,wildlife_a2c_450000_steps.zip,450000,models/a2c/wildlife_a2c_450000_steps.zip,876.9523,1058.8510,-55.8960,2611.9044,0.8000,6.6000,14.2000,1.4000
A2C,wildlife_a2c_455000_steps.zip,455000,models/a2c/wildlife_a2c_455000_steps.zip,1574.5770,1672.0505,-5.5354,3699.9000,0.0000,7.2000,15.4000,34.8000
A2C,wildlife_a2c_460000_steps.zip,460000,models/a2c/wildlife_a2c_460000_steps.zip,634.4008,692.0853,-66.7328,1801.3684,0.0000,7.0000,13.0000,27.6000
A2C,wildlife_a2c_465000_steps.zip,465000,models/a2c/wildlife_a2c_465000_steps.zip,1259.3109,1314.8460,-90.5018,3210.4856,0.0000,7.8000,12.4000,9.0000
A2C,wildlife_a2c_470000_steps.zip,470000,models/a2c/wildlife_a2c_470000_steps.zip,1176.7644,1009.2189,-48.3354,3011.5536,0.0000,9.6000,10.4000,3.0000
A2C,wildlife_a2c_475000_steps.zip,475000,models/a2c/wildlife_a2c_475000_steps.zip,54.0154,26.0495,23.2844,88.5074,3.2000,6.2000,13.6000,0.0000
A2C,wildlife_a2c_480000_steps.zip,480000,models/a2c/wildlife_a2c_480000_steps.zip,1894.6972,1630.2668,-79.2042,3671.5364,0.0000,10.6000,8.6000,0.4000
A2C,wildlife_a2c_485000_steps.zip,485000,models/a2c/wildlife_a2c_485000_steps.zip,1926.8249,1268.8958,-56.9670,3439.5970,0.0000,4.6000,12.2000,0.0000
A2C,wildlife_a2c_490000_steps.zip,490000,models/a2c/wildlife_a2c_490000_steps.zip,1451.6620,1944.5907,-79.5702,4646.7200,0.4000,8.2000,14.2000,2.0000
A2C,wildlife_a2c_495000_steps.zip,495000,models/a2c/wildlife_a2c_495000_steps.zip,1715.5705,1407.9783,213.7586,3699.9000,0.0000,11.2000,24.8000,111.8000
A2C,wildlife_a2c_500000_steps.zip,500000,models/a2c/wildlife_a2c_500000_steps.zip,848.4998,977.6461,-32.9518,2643.4450,0.6000,7.6000,16.4000,27.2000
A2C,wildlife_a2c_505000_steps.zip,505000,models/a2c/wildlife_a2c_505000_steps.zip,845.9332,1150.2519,-51.8518,2734.5278,0.0000,9.0000,11.2000,7.4000
A2C,wildlife_a2c_510000_steps.zip,510000,models/a2c/wildlife_a2c_510000_steps.zip,362.0309,600.9837,-90.5332,1443.1850,0.0000,10.2000,11.8000,36.4000
A2C,wildlife_a2c_515000_steps.zip,515000,models/a2c/wildlife_a2c_515000_steps.zip,1157.1940,1423.9472,-52.0826,3699.9000,0.0000,6.8000,13.0000,3.8000
A2C,wildlife_a2c_520000_steps.zip,520000,models/a2c/wildlife_a2c_520000_steps.zip,1288.7130,953.9910,-41.3834,2700.3340,0.0000,7.0000,12.4000,33.4000
A2C,wildlife_a2c_525000_steps.zip,525000,models/a2c/wildlife_a2c_525000_steps.zip,889.0575,1248.1646,-82.6136,3018.2040,0.0000,8.6000,12.4000,2.0000
A2C,wildlife_a2c_530000_steps.zip,530000,models/a2c/wildlife_a2c_530000_steps.zip,353.2038,629.7064,-71.5644,1556.3216,0.0000,7.0000,15.2000,37.4000
A2C,wildlife_a2c_535000_steps.zip,535000,models/a2c/wildlife_a2c_535000_steps.zip,1875.2344,1483.3534,385.0510,3699.9000,0.0000,4.2000,13.6000,0.2000
A2C,wildlife_a2c_540000_steps.zip,540000,models/a2c/wildlife_a2c_540000_steps.zip,236.3837,513.0436,-56.8824,1260.8658,0.6000,8.6000,21.0000,2.2000
A2C,wildlife_a2c_545000_steps.zip,545000,models/a2c/wildlife_a2c_545000_steps.zip,-60.4082,6.3956,-66.7330,-49.1130,0.0000,5.2000,10.6000,1.0000
A2C,wildlife_a2c_550000_steps.zip,550000,models/a2c/wildlife_a2c_550000_steps.zip,-64.0022,6.8059,-71.5076,-52.6392,0.0000,9.8000,15.0000,0.0000
A2C,wildlife_a2c_555000_steps.zip,555000,models/a2c/wildlife_a2c_555000_steps.zip,-16.9601,12.7036,-32.8592,5.6670,0.6000,7.8000,17.8000,0.0000
A2C,wildlife_a2c_560000_steps.zip,560000,models/a2c/wildlife_a2c_560000_steps.zip,700.5076,885.2053,-73.9286,2045.9144,1.2000,4.2000,11.8000,30.4000
A2C,wildlife_a2c_565000_steps.zip,565000,models/a2c/wildlife_a2c_565000_steps.zip,884.3874,757.2317,10.4200,1971.9590,1.4000,6.8000,15.0000,21.6000
A2C,wildlife_a2c_570000_steps.zip,570000,models/a2c/wildlife_a2c_570000_steps.zip,1114.3486,768.2770,-13.6062,2273.3760,0.2000,4.8000,13.4000,32.2000
A2C,wildlife_a2c_575000_steps.zip,575000,models/a2c/wildlife_a2c_575000_steps.zip,1084.7783,622.5451,34.1772,1746.0092,0.0000,6.2000,13.2000,84.4000
A2C,wildlife_a2c_580000_steps.zip,580000,models/a2c/wildlife_a2c_580000_steps.zip,1247.7958,1736.1769,-38.3066,4352.7228,0.2000,7.6000,15.6000,12.8000
A2C,wildlife_a2c_585000_steps.zip,585000,models/a2c/wildlife_a2c_585000_steps.zip,56.0094,181.3559,-50.0218,417.3700,0.2000,9.0000,18.2000,0.0000
A2C,wildlife_a2c_590000_steps.zip,590000,models/a2c/wildlife_a2c_590000_steps.zip,1633.1584,886.2488,75.5170,2553.6232,0.8000,6.0000,11.0000,0.2000
A2C,wildlife_a2c_595000_steps.zip,595000,models/a2c/wildlife_a2c_595000_steps.zip,2430.3179,1404.7904,-54.7330,3672.7492,0.0000,4.4000,10.0000,0.2000
A2C,wildlife_a2c_600000_steps.zip,600000,models/a2c/wildlife_a2c_600000_steps.zip,1224.9780,1603.4984,-54.1512,3699.9000,0.0000,8.2000,11.6000,0.6000
A2C,wildlife_a2c_605000_steps.zip,605000,models/a2c/wildlife_a2c_605000_steps.zip,2057.7225,1529.5958,-50.1250,3741.4398,0.0000,7.2000,6.2000,5.0000
A2C,wildlife_a2c_610000_steps.zip,610000,models/a2c/wildlife_a2c_610000_steps.zip,371.7475,882.5133,-91.6884,2136.6240,0.0000,6.8000,13.6000,6.2000
A2C,wildlife_a2c_615000_steps.zip,615000,models/a2c/wildlife_a2c_615000_steps.zip,1534.6073,1646.7009,-66.9034,4048.2098,0.0000,5.6000,13.8000,9.6000
A2C,wildlife_a2c_620000_steps.zip,620000,models/a2c/wildlife_a2c_620000_steps.zip,2271.4925,1465.1531,-64.3882,3790.7356,0.0000,6.4000,12.2000,19.2000
A2C,wildlife_a2c_625000_steps.zip,625000,models/a2c/wildlife_a2c_625000_steps.zip,2014.6894,733.2718,1443.7906,3445.0896,0.0000,8.0000,28.4000,0.0000
A2C,wildlife_a2c_630000_steps.zip,630000,models/a2c/wildlife_a2c_630000_steps.zip,978.9834,1149.8029,-55.6978,3069.8080,0.0000,6.6000,27.4000,1.0000
A2C,wildlife_a2c_635000_steps.zip,635000,models/a2c/wildlife_a2c_635000_steps.zip,1022.9331,1071.9901,-53.7184,2851.4434,0.0000,5.0000,16.2000,5.6000
A2C,wildlife_a2c_640000_steps.zip,640000,models/a2c/wildlife_a2c_640000_steps.zip,561.1510,1207.8082,-63.7332,2976.5068,0.8000,6.2000,14.8000,7.2000
A2C,wildlife_a2c_645000_steps.zip,645000,models/a2c/wildlife_a2c_645000_steps.zip,1967.0758,1284.4192,-125.8218,3279.9000,0.0000,5.0000,4.2000,37.6000
A2C,wildlife_a2c_650000_steps.zip,650000,models/a2c/wildlife_a2c_650000_steps.zip,1523.9338,639.2077,649.9894,2203.0530,0.0000,3.8000,13.0000,2.4000
A2C,wildlife_a2c_655000_steps.zip,655000,models/a2c/wildlife_a2c_655000_steps.zip,1581.8276,768.1721,163.0996,2255.2598,0.4000,5.6000,14.2000,8.4000
A2C,wildlife_a2c_660000_steps.zip,660000,models/a2c/wildlife_a2c_660000_steps.zip,-34.9910,36.4072,-79.7920,18.9284,0.8000,7.2000,29.0000,1.0000
A2C,wildlife_a2c_665000_steps.zip,665000,models/a2c/wildlife_a2c_665000_steps.zip,1107.7883,1388.4890,-52.7332,3666.0230,0.4000,6.4000,23.4000,19.2000
A2C,wildlife_a2c_670000_steps.zip,670000,models/a2c/wildlife_a2c_670000_steps.zip,1032.1450,1308.1237,-42.1248,3259.7814,0.0000,6.4000,20.0000,26.0000
A2C,wildlife_a2c_675000_steps.zip,675000,models/a2c/wildlife_a2c_675000_steps.zip,1685.5530,961.6299,-53.9670,2727.1842,0.0000,5.4000,15.6000,0.0000
A2C,wildlife_a2c_680000_steps.zip,680000,models/a2c/wildlife_a2c_680000_steps.zip,1939.7778,1239.9668,40.1440,3613.2238,0.0000,6.2000,15.8000,3.2000
A2C,wildlife_a2c_685000_steps.zip,685000,models/a2c/wildlife_a2c_685000_steps.zip,710.0122,736.6898,-47.0954,1968.9570,0.0000,7.2000,16.2000,54.6000
A2C,wildlife_a2c_690000_steps.zip,690000,models/a2c/wildlife_a2c_690000_steps.zip,354.8785,805.5174,-65.2800,1965.7950,0.0000,9.8000,23.6000,0.8000
A2C,wildlife_a2c_695000_steps.zip,695000,models/a2c/wildlife_a2c_695000_steps.zip,1803.4336,1295.2365,-58.1468,3216.4610,0.0000,4.4000,18.0000,17.0000
A2C,wildlife_a2c_700000_steps.zip,700000,models/a2c/wildlife_a2c_700000_steps.zip,1301.0832,1648.6715,-56.0108,3456.3276,0.0000,8.4000,15.0000,2.4000
A2C,wildlife_a2c_705000_steps.zip,705000,models/a2c/wildlife_a2c_705000_steps.zip,1820.3364,930.1400,775.7666,3510.4222,0.0000,6.6000,15.4000,31.0000
A2C,wildlife_a2c_710000_steps.zip,710000,models/a2c/wildlife_a2c_710000_steps.zip,-44.8366,14.6617,-57.0192,-16.1134,0.2000,7.4000,12.4000,1.0000
A2C,wildlife_a2c_715000_steps.zip,715000,models/a2c/wildlife_a2c_715000_steps.zip,1832.0190,1621.6420,-48.7816,3664.3770,0.0000,6.2000,16.6000,0.4000
A2C,wildlife_a2c_720000_steps.zip,720000,models/a2c/wildlife_a2c_720000_steps.zip,1678.2316,1477.5366,-74.7764,3623.9524,0.2000,8.2000,23.6000,2.2000
A2C,wildlife_a2c_725000_steps.zip,725000,models/a2c/wildlife_a2c_725000_steps.zip,583.9406,675.2616,-378.8592,1722.2954,0.0000,6.6000,11.2000,63.6000
A2C,wildlife_a2c_730000_steps.zip,730000,models/a2c/wildlife_a2c_730000_steps.zip,1279.5220,1607.0826,-60.8584,3699.9000,0.8000,7.4000,18.8000,9.0000
A2C,wildlife_a2c_735000_steps.zip,735000,models/a2c/wildlife_a2c_735000_steps.zip,-75.7571,4.5808,-82.7516,-70.7042,0.0000,9.6000,39.4000,1.0000
A2C,wildlife_a2c_740000_steps.zip,740000,models/a2c/wildlife_a2c_740000_steps.zip,1110.0835,1445.8779,-62.7328,3150.1688,0.0000,5.0000,9.6000,11.8000
A2C,wildlife_a2c_745000_steps.zip,745000,models/a2c/wildlife_a2c_745000_steps.zip,2552.9941,1376.5268,-34.9132,3699.9000,0.0000,4.2000,11.0000,12.0000
A2C,wildlife_a2c_750000_steps.zip,750000,models/a2c/wildlife_a2c_750000_steps.zip,192.9712,367.8424,-48.5228,922.9034,1.2000,8.2000,19.6000,4.4000
A2C,wildlife_a2c_755000_steps.zip,755000,models/a2c/wildlife_a2c_755000_steps.zip,305.6047,707.6728,-60.5930,1720.8710,0.0000,9.8000,26.2000,3.0000
